,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
14280,58.0,61.0,60.0,57.0,58.0,240095,58.0,60.0,61.0,58.0,60.0,57.0,58.0,56.0,58.0,60.0,CDM ,58.0,60.0,61.0,58.0,60.0,57.0,58.0,56.0,58.0,60.0,56.0
14281,,,,,,199904,,,,,,,,,,,GK ,,,,,,,,,,,
14282,48.0,57.0,53.0,49.0,48.0,226272,48.0,60.0,57.0,48.0,53.0,49.0,52.0,46.0,51.0,58.0,RB ,48.0,60.0,57.0,48.0,53.0,49.0,52.0,46.0,51.0,58.0,46.0
14283,54.0,43.0,43.0,57.0,50.0,215267,54.0,40.0,43.0,50.0,43.0,57.0,52.0,60.0,53.0,42.0,ST ,54.0,40.0,43.0,50.0,43.0,57.0,52.0,60.0,53.0,42.0,60.0
14284,60.0,51.0,54.0,60.0,58.0,224483,60.0,53.0,51.0,58.0,54.0,60.0,60.0,59.0,59.0,54.0,CM RM ,60.0,53.0,51.0,58.0,54.0,60.0,60.0,59.0,59.0,54.0,59.0
14285,39.0,60.0,53.0,39.0,43.0,239843,39.0,55.0,60.0,43.0,53.0,39.0,41.0,40.0,39.0,53.0,CB ,39.0,55.0,60.0,43.0,53.0,39.0,41.0,40.0,39.0,53.0,40.0
14286,39.0,60.0,54.0,38.0,45.0,152036,39.0,51.0,60.0,45.0,54.0,38.0,38.0,41.0,36.0,48.0,CB ,39.0,51.0,60.0,45.0,54.0,38.0,38.0,41.0,36.0,48.0,41.0
14287,,,,,,204517,,,,,,,,,,,GK ,,,,,,,,,,,
14288,57.0,59.0,60.0,55.0,58.0,224741,57.0,57.0,59.0,58.0,60.0,55.0,57.0,55.0,55.0,57.0,CDM ,57.0,57.0,59.0,58.0,60.0,55.0,57.0,55.0,55.0,57.0,55.0
14289,,,,,,170213,,,,,,,,,,,GK ,,,,,,,,,,,
14290,57.0,33.0,41.0,58.0,52.0,237797,57.0,44.0,33.0,52.0,41.0,58.0,60.0,54.0,59.0,47.0,RM ,57.0,44.0,33.0,52.0,41.0,58.0,60.0,54.0,59.0,47.0,54.0
14291,49.0,60.0,58.0,49.0,52.0,239077,49.0,60.0,60.0,52.0,58.0,49.0,54.0,49.0,51.0,60.0,LB ,49.0,60.0,60.0,52.0,58.0,49.0,54.0,49.0,51.0,60.0,49.0
14292,59.0,52.0,57.0,56.0,60.0,211430,59.0,52.0,52.0,60.0,57.0,56.0,56.0,51.0,55.0,53.0,CDM CM ,59.0,52.0,52.0,60.0,57.0,56.0,56.0,51.0,55.0,53.0,51.0
14293,58.0,37.0,43.0,59.0,54.0,235494,58.0,47.0,37.0,54.0,43.0,59.0,60.0,57.0,60.0,49.0,RM LW LM ,58.0,47.0,37.0,54.0,43.0,59.0,60.0,57.0,60.0,49.0,57.0
14294,58.0,30.0,37.0,60.0,50.0,204007,58.0,39.0,30.0,50.0,37.0,60.0,58.0,60.0,59.0,42.0,LW ST ,58.0,39.0,30.0,50.0,37.0,60.0,58.0,60.0,59.0,42.0,60.0
14295,54.0,62.0,62.0,50.0,57.0,226791,54.0,60.0,62.0,57.0,62.0,50.0,55.0,48.0,52.0,59.0,CB RWB RB ,54.0,60.0,62.0,57.0,62.0,50.0,55.0,48.0,52.0,59.0,48.0
14296,59.0,51.0,57.0,56.0,60.0,231911,59.0,53.0,51.0,60.0,57.0,56.0,58.0,53.0,56.0,55.0,CDM CM ,59.0,53.0,51.0,60.0,57.0,56.0,58.0,53.0,56.0,55.0,53.0
14297,58.0,34.0,41.0,57.0,52.0,233959,58.0,43.0,34.0,52.0,41.0,57.0,60.0,54.0,60.0,47.0,RM LM ,58.0,43.0,34.0,52.0,41.0,57.0,60.0,54.0,60.0,47.0,54.0
14298,53.0,60.0,58.0,52.0,54.0,234727,53.0,57.0,60.0,54.0,58.0,52.0,53.0,51.0,51.0,56.0,CB ,53.0,57.0,60.0,54.0,58.0,52.0,53.0,51.0,51.0,56.0,51.0
14299,63.0,54.0,57.0,63.0,60.0,234983,63.0,57.0,54.0,60.0,57.0,63.0,63.0,62.0,63.0,58.0,CM ,63.0,57.0,54.0,60.0,57.0,63.0,63.0,62.0,63.0,58.0,62.0
14300,40.0,60.0,52.0,42.0,42.0,189159,40.0,54.0,60.0,42.0,52.0,42.0,41.0,46.0,41.0,51.0,CB ,40.0,54.0,60.0,42.0,52.0,42.0,41.0,46.0,41.0,51.0,46.0
14301,60.0,47.0,54.0,58.0,60.0,235496,60.0,53.0,47.0,60.0,54.0,58.0,59.0,54.0,58.0,55.0,CAM CM ,60.0,53.0,47.0,60.0,54.0,58.0,59.0,54.0,58.0,55.0,54.0
14302,56.0,35.0,37.0,58.0,48.0,213737,56.0,41.0,35.0,48.0,37.0,58.0,58.0,60.0,59.0,43.0,ST ,56.0,41.0,35.0,48.0,37.0,58.0,58.0,60.0,59.0,43.0,60.0
14303,58.0,64.0,63.0,56.0,60.0,234473,58.0,61.0,64.0,60.0,63.0,56.0,58.0,54.0,55.0,60.0,CM ,58.0,61.0,64.0,60.0,63.0,56.0,58.0,54.0,55.0,60.0,54.0
14304,60.0,43.0,48.0,59.0,57.0,239849,60.0,48.0,43.0,57.0,48.0,59.0,60.0,57.0,60.0,49.0,CAM ,60.0,48.0,43.0,57.0,48.0,59.0,60.0,57.0,60.0,49.0,57.0
14305,59.0,57.0,59.0,57.0,60.0,240873,59.0,58.0,57.0,60.0,59.0,57.0,59.0,55.0,57.0,58.0,CB CM ,59.0,58.0,57.0,60.0,59.0,57.0,59.0,55.0,57.0,58.0,55.0
14306,58.0,59.0,60.0,58.0,60.0,52201,58.0,58.0,59.0,60.0,60.0,58.0,58.0,57.0,56.0,58.0,CM ,58.0,58.0,59.0,60.0,60.0,58.0,58.0,57.0,56.0,58.0,57.0
14307,59.0,41.0,46.0,60.0,55.0,213994,59.0,48.0,41.0,55.0,46.0,60.0,60.0,58.0,61.0,50.0,RW RM ,59.0,48.0,41.0,55.0,46.0,60.0,60.0,58.0,61.0,50.0,58.0
14308,58.0,52.0,53.0,60.0,57.0,214250,58.0,56.0,52.0,57.0,53.0,60.0,61.0,60.0,59.0,56.0,ST ,58.0,56.0,52.0,57.0,53.0,60.0,61.0,60.0,59.0,56.0,60.0
14309,61.0,55.0,57.0,60.0,60.0,230890,61.0,59.0,55.0,60.0,57.0,60.0,62.0,57.0,61.0,59.0,CM ,61.0,59.0,55.0,60.0,57.0,60.0,62.0,57.0,61.0,59.0,57.0
14310,40.0,60.0,54.0,40.0,44.0,232170,40.0,55.0,60.0,44.0,54.0,40.0,43.0,42.0,41.0,53.0,CB ,40.0,55.0,60.0,44.0,54.0,40.0,43.0,42.0,41.0,53.0,42.0
14311,55.0,34.0,36.0,58.0,48.0,241130,55.0,37.0,34.0,48.0,36.0,58.0,54.0,60.0,56.0,39.0,ST ,55.0,37.0,34.0,48.0,36.0,58.0,54.0,60.0,56.0,39.0,60.0
14312,55.0,64.0,65.0,53.0,60.0,213739,55.0,60.0,64.0,60.0,65.0,53.0,54.0,52.0,52.0,60.0,CDM CM ,55.0,60.0,64.0,60.0,65.0,53.0,54.0,52.0,52.0,60.0,52.0
14313,52.0,58.0,57.0,52.0,54.0,227052,52.0,60.0,58.0,54.0,57.0,52.0,55.0,51.0,54.0,59.0,LB ,52.0,60.0,58.0,54.0,57.0,52.0,55.0,51.0,54.0,59.0,51.0
14314,,,,,,204269,,,,,,,,,,,GK ,,,,,,,,,,,
14315,58.0,59.0,60.0,57.0,58.0,223981,58.0,60.0,59.0,58.0,60.0,57.0,60.0,56.0,59.0,61.0,CDM LB ,58.0,60.0,59.0,58.0,60.0,57.0,60.0,56.0,59.0,61.0,56.0
14316,,,,,,200942,,,,,,,,,,,GK ,,,,,,,,,,,
14317,60.0,45.0,50.0,59.0,57.0,231406,60.0,50.0,45.0,57.0,50.0,59.0,59.0,55.0,59.0,51.0,CAM ,60.0,50.0,45.0,57.0,50.0,59.0,59.0,55.0,59.0,51.0,55.0
14318,52.0,38.0,37.0,56.0,46.0,232174,52.0,38.0,38.0,46.0,37.0,56.0,51.0,60.0,52.0,38.0,ST ,52.0,38.0,38.0,46.0,37.0,56.0,51.0,60.0,52.0,38.0,60.0
14319,,,,,,223727,,,,,,,,,,,GK ,,,,,,,,,,,
14320,54.0,37.0,39.0,56.0,50.0,225519,54.0,37.0,37.0,50.0,39.0,56.0,54.0,60.0,55.0,39.0,ST ,54.0,37.0,37.0,50.0,39.0,56.0,54.0,60.0,55.0,39.0,60.0
14321,52.0,59.0,54.0,53.0,51.0,238319,52.0,60.0,59.0,51.0,54.0,53.0,55.0,50.0,55.0,60.0,RB ,52.0,60.0,59.0,51.0,54.0,53.0,55.0,50.0,55.0,60.0,50.0
14322,,,,,,219120,,,,,,,,,,,GK ,,,,,,,,,,,
14323,60.0,46.0,51.0,58.0,57.0,220912,60.0,50.0,46.0,57.0,51.0,58.0,61.0,54.0,60.0,53.0,CAM ,60.0,50.0,46.0,57.0,51.0,58.0,61.0,54.0,60.0,53.0,54.0
14324,61.0,57.0,62.0,59.0,62.0,228592,61.0,60.0,57.0,62.0,62.0,59.0,61.0,57.0,59.0,61.0,CDM RB ,61.0,60.0,57.0,62.0,62.0,59.0,61.0,57.0,59.0,61.0,57.0
14325,,,,,,231664,,,,,,,,,,,GK ,,,,,,,,,,,
14326,56.0,36.0,39.0,58.0,51.0,240625,56.0,38.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,ST ,56.0,38.0,36.0,51.0,39.0,58.0,55.0,60.0,56.0,40.0,60.0
14327,57.0,62.0,60.0,56.0,57.0,208370,57.0,58.0,62.0,57.0,60.0,56.0,56.0,54.0,56.0,58.0,CDM ,57.0,58.0,62.0,57.0,60.0,56.0,56.0,54.0,56.0,58.0,54.0
14328,39.0,60.0,55.0,38.0,44.0,239090,39.0,55.0,60.0,44.0,55.0,38.0,40.0,41.0,38.0,53.0,CB ,39.0,55.0,60.0,44.0,55.0,38.0,40.0,41.0,38.0,53.0,41.0
14329,60.0,54.0,56.0,60.0,60.0,212723,60.0,53.0,54.0,60.0,56.0,60.0,59.0,61.0,59.0,54.0,CDM CM ,60.0,53.0,54.0,60.0,56.0,60.0,59.0,61.0,59.0,54.0,61.0
14330,60.0,48.0,51.0,58.0,57.0,239347,60.0,52.0,48.0,57.0,51.0,58.0,60.0,53.0,60.0,53.0,LM CAM ,60.0,52.0,48.0,57.0,51.0,58.0,60.0,53.0,60.0,53.0,53.0
14331,,,,,,240372,,,,,,,,,,,GK ,,,,,,,,,,,
14332,62.0,54.0,58.0,61.0,62.0,193268,62.0,60.0,54.0,62.0,58.0,61.0,63.0,58.0,63.0,61.0,RB ,62.0,60.0,54.0,62.0,58.0,61.0,63.0,58.0,63.0,61.0,58.0
14333,57.0,52.0,53.0,57.0,54.0,229109,57.0,56.0,52.0,54.0,53.0,57.0,60.0,55.0,59.0,57.0,LB LM ,57.0,56.0,52.0,54.0,53.0,57.0,60.0,55.0,59.0,57.0,55.0
14334,51.0,63.0,60.0,52.0,54.0,232949,51.0,59.0,63.0,54.0,60.0,52.0,53.0,54.0,51.0,59.0,CM CDM ,51.0,59.0,63.0,54.0,60.0,52.0,53.0,54.0,51.0,59.0,54.0
14335,48.0,58.0,54.0,48.0,48.0,238069,48.0,60.0,58.0,48.0,54.0,48.0,52.0,46.0,52.0,59.0,RWB RB ,48.0,60.0,58.0,48.0,54.0,48.0,52.0,46.0,52.0,59.0,46.0
14336,52.0,59.0,58.0,51.0,54.0,239093,52.0,60.0,59.0,54.0,58.0,51.0,55.0,49.0,53.0,60.0,RB ,52.0,60.0,59.0,54.0,58.0,51.0,55.0,49.0,53.0,60.0,49.0
14337,62.0,49.0,54.0,61.0,60.0,148470,62.0,49.0,49.0,60.0,54.0,61.0,60.0,57.0,61.0,51.0,CAM RM LM ,62.0,49.0,49.0,60.0,54.0,61.0,60.0,57.0,61.0,51.0,57.0
14338,42.0,60.0,54.0,42.0,46.0,239094,42.0,54.0,60.0,46.0,54.0,42.0,42.0,45.0,40.0,51.0,CB ,42.0,54.0,60.0,46.0,54.0,42.0,42.0,45.0,40.0,51.0,45.0
14339,59.0,39.0,45.0,58.0,54.0,239350,59.0,48.0,39.0,54.0,45.0,58.0,60.0,53.0,60.0,50.0,RM ,59.0,48.0,39.0,54.0,45.0,58.0,60.0,53.0,60.0,50.0,53.0
14340,39.0,60.0,52.0,41.0,42.0,236279,39.0,54.0,60.0,42.0,52.0,41.0,41.0,45.0,40.0,51.0,CB ,39.0,54.0,60.0,42.0,52.0,41.0,41.0,45.0,40.0,51.0,45.0
14341,61.0,34.0,43.0,59.0,57.0,183544,61.0,41.0,34.0,57.0,43.0,59.0,60.0,58.0,60.0,44.0,CAM LM ,61.0,41.0,34.0,57.0,43.0,59.0,60.0,58.0,60.0,44.0,58.0
14342,32.0,60.0,49.0,33.0,35.0,234233,32.0,52.0,60.0,35.0,49.0,33.0,34.0,37.0,33.0,48.0,CB ,32.0,52.0,60.0,35.0,49.0,33.0,34.0,37.0,33.0,48.0,37.0
14343,55.0,42.0,43.0,57.0,50.0,239097,55.0,41.0,42.0,50.0,43.0,57.0,54.0,60.0,55.0,43.0,ST ,55.0,41.0,42.0,50.0,43.0,57.0,54.0,60.0,55.0,43.0,60.0
14344,57.0,36.0,40.0,59.0,49.0,211962,57.0,43.0,36.0,49.0,40.0,59.0,60.0,59.0,61.0,46.0,ST RW ,57.0,43.0,36.0,49.0,40.0,59.0,60.0,59.0,61.0,46.0,59.0
14345,56.0,56.0,58.0,54.0,58.0,189434,56.0,60.0,56.0,58.0,58.0,54.0,59.0,53.0,56.0,61.0,CM RM LB ,56.0,60.0,56.0,58.0,58.0,54.0,59.0,53.0,56.0,61.0,53.0
14346,60.0,57.0,60.0,58.0,61.0,232955,60.0,58.0,57.0,61.0,60.0,58.0,59.0,55.0,59.0,59.0,CDM ,60.0,58.0,57.0,61.0,60.0,58.0,59.0,55.0,59.0,59.0,55.0
14347,61.0,54.0,57.0,60.0,60.0,237819,61.0,57.0,54.0,60.0,57.0,60.0,61.0,59.0,61.0,57.0,CM ,61.0,57.0,54.0,60.0,57.0,60.0,61.0,59.0,61.0,57.0,59.0
14348,62.0,50.0,54.0,61.0,60.0,237309,62.0,53.0,50.0,60.0,54.0,61.0,62.0,60.0,61.0,54.0,ST CAM CM ,62.0,53.0,50.0,60.0,54.0,61.0,62.0,60.0,61.0,54.0,60.0
14349,60.0,59.0,60.0,60.0,60.0,222462,60.0,60.0,59.0,60.0,60.0,60.0,60.0,58.0,60.0,60.0,CM ,60.0,60.0,59.0,60.0,60.0,60.0,60.0,58.0,60.0,60.0,58.0
14350,47.0,60.0,55.0,44.0,48.0,163582,47.0,53.0,60.0,48.0,55.0,44.0,47.0,42.0,45.0,52.0,CB ,47.0,53.0,60.0,48.0,55.0,44.0,47.0,42.0,45.0,52.0,42.0
14351,59.0,51.0,55.0,58.0,58.0,237054,59.0,54.0,51.0,58.0,55.0,58.0,60.0,56.0,59.0,56.0,CM RM ,59.0,54.0,51.0,58.0,55.0,58.0,60.0,56.0,59.0,56.0,56.0
14352,64.0,45.0,51.0,61.0,60.0,240638,64.0,49.0,45.0,60.0,51.0,61.0,62.0,57.0,62.0,51.0,CM ,64.0,49.0,45.0,60.0,51.0,61.0,62.0,57.0,62.0,51.0,57.0
14353,57.0,51.0,50.0,59.0,55.0,200703,57.0,48.0,51.0,55.0,50.0,59.0,54.0,60.0,56.0,48.0,ST ,57.0,48.0,51.0,55.0,50.0,59.0,54.0,60.0,56.0,48.0,60.0
14354,61.0,48.0,54.0,60.0,60.0,225279,61.0,53.0,48.0,60.0,54.0,60.0,62.0,58.0,61.0,55.0,RM LM CM ,61.0,53.0,48.0,60.0,54.0,60.0,62.0,58.0,61.0,55.0,58.0
14355,59.0,42.0,45.0,60.0,54.0,228863,59.0,48.0,42.0,54.0,45.0,60.0,60.0,58.0,61.0,51.0,ST LM ,59.0,48.0,42.0,54.0,45.0,60.0,60.0,58.0,61.0,51.0,58.0
14356,60.0,53.0,55.0,59.0,58.0,235775,60.0,54.0,53.0,58.0,55.0,59.0,60.0,60.0,60.0,55.0,LM RM ,60.0,54.0,53.0,58.0,55.0,59.0,60.0,60.0,60.0,55.0,60.0
14357,56.0,59.0,59.0,56.0,56.0,193023,56.0,60.0,59.0,56.0,59.0,56.0,58.0,54.0,57.0,60.0,LB ,56.0,60.0,59.0,56.0,59.0,56.0,58.0,54.0,57.0,60.0,54.0
14358,58.0,43.0,48.0,58.0,54.0,223744,58.0,50.0,43.0,54.0,48.0,58.0,60.0,56.0,60.0,52.0,RM LM LW ,58.0,50.0,43.0,54.0,48.0,58.0,60.0,56.0,60.0,52.0,56.0
14359,,,,,,225792,,,,,,,,,,,GK ,,,,,,,,,,,
14360,58.0,44.0,46.0,59.0,52.0,230912,58.0,50.0,44.0,52.0,46.0,59.0,60.0,59.0,60.0,51.0,RW ,58.0,50.0,44.0,52.0,46.0,59.0,60.0,59.0,60.0,51.0,59.0
14361,58.0,40.0,44.0,59.0,53.0,235008,58.0,46.0,40.0,53.0,44.0,59.0,59.0,59.0,60.0,48.0,LM ,58.0,46.0,40.0,53.0,44.0,59.0,59.0,59.0,60.0,48.0,59.0
14362,56.0,59.0,57.0,55.0,55.0,219905,56.0,59.0,59.0,55.0,57.0,55.0,56.0,52.0,56.0,58.0,LWB RWB RB ,56.0,59.0,59.0,55.0,57.0,55.0,56.0,52.0,56.0,58.0,52.0
14363,61.0,38.0,44.0,60.0,56.0,233729,61.0,42.0,38.0,56.0,44.0,60.0,59.0,59.0,60.0,45.0,RM RW ,61.0,42.0,38.0,56.0,44.0,60.0,59.0,59.0,60.0,45.0,59.0
14364,,,,,,236033,,,,,,,,,,,GK ,,,,,,,,,,,
14365,55.0,58.0,59.0,52.0,57.0,239617,55.0,57.0,58.0,57.0,59.0,52.0,54.0,48.0,52.0,57.0,CDM ,55.0,57.0,58.0,57.0,59.0,52.0,54.0,48.0,52.0,57.0,48.0
14366,51.0,59.0,58.0,49.0,53.0,225026,51.0,59.0,59.0,53.0,58.0,49.0,54.0,47.0,52.0,59.0,RB LB CB ,51.0,59.0,59.0,53.0,58.0,49.0,54.0,47.0,52.0,59.0,47.0
14367,,,,,,226051,,,,,,,,,,,GK ,,,,,,,,,,,
14368,51.0,59.0,55.0,53.0,50.0,231939,51.0,57.0,59.0,50.0,55.0,53.0,51.0,55.0,52.0,55.0,ST LB CB ,51.0,57.0,59.0,50.0,55.0,53.0,51.0,55.0,52.0,55.0,55.0
14369,38.0,59.0,53.0,38.0,43.0,239363,38.0,55.0,59.0,43.0,53.0,38.0,40.0,40.0,38.0,53.0,CB ,38.0,55.0,59.0,43.0,53.0,38.0,40.0,40.0,38.0,53.0,40.0
14370,50.0,55.0,54.0,48.0,49.0,232708,50.0,59.0,55.0,49.0,54.0,48.0,54.0,45.0,52.0,59.0,LB ,50.0,59.0,55.0,49.0,54.0,48.0,54.0,45.0,52.0,59.0,45.0
14371,38.0,59.0,52.0,38.0,42.0,213509,38.0,54.0,59.0,42.0,52.0,38.0,39.0,40.0,37.0,51.0,CB ,38.0,54.0,59.0,42.0,52.0,38.0,39.0,40.0,37.0,51.0,40.0
14372,55.0,57.0,55.0,56.0,52.0,232709,55.0,59.0,57.0,52.0,55.0,56.0,59.0,56.0,59.0,60.0,LM RB RM ,55.0,59.0,57.0,52.0,55.0,56.0,59.0,56.0,59.0,60.0,56.0
14373,59.0,47.0,51.0,57.0,57.0,237573,59.0,48.0,47.0,57.0,51.0,57.0,58.0,55.0,58.0,51.0,CAM ,59.0,48.0,47.0,57.0,51.0,57.0,58.0,55.0,58.0,51.0,55.0
14374,47.0,59.0,55.0,47.0,48.0,230918,47.0,58.0,59.0,48.0,55.0,47.0,50.0,49.0,49.0,56.0,CB ,47.0,58.0,59.0,48.0,55.0,47.0,50.0,49.0,49.0,56.0,49.0
14375,56.0,37.0,43.0,57.0,52.0,239622,56.0,45.0,37.0,52.0,43.0,57.0,59.0,55.0,59.0,48.0,RM ,56.0,45.0,37.0,52.0,43.0,57.0,59.0,55.0,59.0,48.0,55.0
14376,,,,,,210183,,,,,,,,,,,GK ,,,,,,,,,,,
14377,57.0,47.0,48.0,58.0,53.0,238599,57.0,52.0,47.0,53.0,48.0,58.0,60.0,58.0,60.0,54.0,LM RW LW ,57.0,52.0,47.0,53.0,48.0,58.0,60.0,58.0,60.0,54.0,58.0
14378,58.0,56.0,57.0,57.0,59.0,240903,58.0,56.0,56.0,59.0,57.0,57.0,56.0,54.0,56.0,56.0,CM ,58.0,56.0,56.0,59.0,57.0,57.0,56.0,54.0,56.0,56.0,54.0
14379,59.0,39.0,45.0,57.0,55.0,225544,59.0,45.0,39.0,55.0,45.0,57.0,58.0,54.0,59.0,47.0,RM LM CAM ,59.0,45.0,39.0,55.0,45.0,57.0,58.0,54.0,59.0,47.0,54.0
14380,52.0,59.0,56.0,53.0,51.0,226056,52.0,59.0,59.0,51.0,56.0,53.0,56.0,52.0,55.0,59.0,RWB RB ,52.0,59.0,59.0,51.0,56.0,53.0,56.0,52.0,55.0,59.0,52.0
14381,51.0,58.0,56.0,49.0,51.0,231944,51.0,59.0,58.0,51.0,56.0,49.0,54.0,47.0,53.0,59.0,LM RB LB ,51.0,59.0,58.0,51.0,56.0,49.0,54.0,47.0,53.0,59.0,47.0
14382,58.0,56.0,59.0,57.0,59.0,224265,58.0,59.0,56.0,59.0,59.0,57.0,60.0,56.0,59.0,60.0,CM CDM ,58.0,59.0,56.0,59.0,59.0,57.0,60.0,56.0,59.0,60.0,56.0
14383,51.0,58.0,57.0,51.0,53.0,169481,51.0,59.0,58.0,53.0,57.0,51.0,55.0,50.0,53.0,59.0,LB RB ,51.0,59.0,58.0,53.0,57.0,51.0,55.0,50.0,53.0,59.0,50.0
14384,47.0,59.0,57.0,46.0,51.0,211978,47.0,56.0,59.0,51.0,57.0,46.0,47.0,46.0,45.0,55.0,CB ,47.0,56.0,59.0,51.0,57.0,46.0,47.0,46.0,45.0,55.0,46.0
14385,57.0,56.0,57.0,56.0,57.0,228362,57.0,59.0,56.0,57.0,57.0,56.0,59.0,53.0,57.0,59.0,LB ,57.0,59.0,56.0,57.0,57.0,56.0,59.0,53.0,57.0,59.0,53.0
14386,56.0,33.0,40.0,57.0,51.0,231946,56.0,42.0,33.0,51.0,40.0,57.0,59.0,53.0,58.0,46.0,RM ,56.0,42.0,33.0,51.0,40.0,57.0,59.0,53.0,58.0,46.0,53.0
14387,62.0,49.0,54.0,60.0,59.0,225803,62.0,52.0,49.0,59.0,54.0,60.0,60.0,56.0,60.0,53.0,CDM CM ,62.0,52.0,49.0,59.0,54.0,60.0,60.0,56.0,60.0,53.0,56.0
14388,,,,,,140300,,,,,,,,,,,GK ,,,,,,,,,,,
14389,,,,,,153100,,,,,,,,,,,GK ,,,,,,,,,,,
14390,59.0,60.0,60.0,56.0,59.0,228364,59.0,58.0,60.0,59.0,60.0,56.0,58.0,53.0,57.0,58.0,CDM CM ,59.0,58.0,60.0,59.0,60.0,56.0,58.0,53.0,57.0,58.0,53.0
14391,58.0,59.0,61.0,56.0,59.0,233228,58.0,58.0,59.0,59.0,61.0,56.0,58.0,54.0,56.0,59.0,CB ,58.0,58.0,59.0,59.0,61.0,56.0,58.0,54.0,56.0,59.0,54.0
14392,,,,,,237580,,,,,,,,,,,GK ,,,,,,,,,,,
14393,37.0,59.0,53.0,37.0,41.0,239628,37.0,55.0,59.0,41.0,53.0,37.0,39.0,39.0,36.0,52.0,CB ,37.0,55.0,59.0,41.0,53.0,37.0,39.0,39.0,36.0,52.0,39.0
14394,59.0,42.0,46.0,59.0,53.0,204301,59.0,47.0,42.0,53.0,46.0,59.0,60.0,57.0,61.0,50.0,CF CAM ,59.0,47.0,42.0,53.0,46.0,59.0,60.0,57.0,61.0,50.0,57.0
14395,36.0,59.0,52.0,37.0,40.0,226061,36.0,54.0,59.0,40.0,52.0,37.0,39.0,40.0,36.0,50.0,RB CB ,36.0,54.0,59.0,40.0,52.0,37.0,39.0,40.0,36.0,50.0,40.0
14396,58.0,33.0,40.0,58.0,51.0,223502,58.0,43.0,33.0,51.0,40.0,58.0,59.0,54.0,60.0,46.0,ST LW ,58.0,43.0,33.0,51.0,40.0,58.0,59.0,54.0,60.0,46.0,54.0
14397,49.0,56.0,53.0,49.0,48.0,233230,49.0,59.0,56.0,48.0,53.0,49.0,52.0,46.0,51.0,58.0,RB ,49.0,59.0,56.0,48.0,53.0,49.0,52.0,46.0,51.0,58.0,46.0
14398,59.0,31.0,41.0,56.0,53.0,235278,59.0,42.0,31.0,53.0,41.0,56.0,59.0,49.0,59.0,45.0,CAM ,59.0,42.0,31.0,53.0,41.0,56.0,59.0,49.0,59.0,45.0,49.0
14399,63.0,44.0,51.0,62.0,59.0,240398,63.0,49.0,44.0,59.0,51.0,62.0,62.0,58.0,61.0,51.0,CM ,63.0,49.0,44.0,59.0,51.0,62.0,62.0,58.0,61.0,51.0,58.0
14400,49.0,59.0,57.0,47.0,52.0,203023,49.0,56.0,59.0,52.0,57.0,47.0,52.0,44.0,49.0,56.0,RB CB ,49.0,56.0,59.0,52.0,57.0,47.0,52.0,44.0,49.0,56.0,44.0
14401,,,,,,229135,,,,,,,,,,,GK ,,,,,,,,,,,
14402,58.0,46.0,51.0,57.0,57.0,225808,58.0,51.0,46.0,57.0,51.0,57.0,59.0,53.0,58.0,53.0,CM RM ,58.0,51.0,46.0,57.0,51.0,57.0,59.0,53.0,58.0,53.0,53.0
14403,56.0,37.0,40.0,57.0,51.0,226832,56.0,41.0,37.0,51.0,40.0,57.0,55.0,59.0,56.0,43.0,ST ,56.0,41.0,37.0,51.0,40.0,57.0,55.0,59.0,56.0,43.0,59.0
14404,60.0,39.0,46.0,59.0,57.0,232464,60.0,43.0,39.0,57.0,46.0,59.0,59.0,54.0,59.0,46.0,CM RM ,60.0,43.0,39.0,57.0,46.0,59.0,59.0,54.0,59.0,46.0,54.0
14405,59.0,53.0,57.0,57.0,59.0,234769,59.0,52.0,53.0,59.0,57.0,57.0,58.0,55.0,57.0,53.0,CM ,59.0,52.0,53.0,59.0,57.0,57.0,58.0,55.0,57.0,53.0,55.0
14406,56.0,34.0,37.0,58.0,49.0,238097,56.0,38.0,34.0,49.0,37.0,58.0,55.0,59.0,57.0,40.0,ST ,56.0,38.0,34.0,49.0,37.0,58.0,55.0,59.0,57.0,40.0,59.0
14407,60.0,55.0,57.0,60.0,59.0,210962,60.0,58.0,55.0,59.0,57.0,60.0,62.0,58.0,61.0,59.0,LM RM CM ,60.0,58.0,55.0,59.0,57.0,60.0,62.0,58.0,61.0,59.0,58.0
14408,52.0,41.0,40.0,55.0,46.0,220690,52.0,38.0,41.0,46.0,40.0,55.0,51.0,59.0,52.0,39.0,ST ,52.0,38.0,41.0,46.0,40.0,55.0,51.0,59.0,52.0,39.0,59.0
14409,59.0,38.0,44.0,58.0,54.0,231442,59.0,42.0,38.0,54.0,44.0,58.0,59.0,55.0,59.0,45.0,CAM ,59.0,42.0,38.0,54.0,44.0,58.0,59.0,55.0,59.0,45.0,55.0
14410,59.0,45.0,52.0,58.0,59.0,234770,59.0,50.0,45.0,59.0,52.0,58.0,59.0,56.0,58.0,52.0,CM CAM ,59.0,50.0,45.0,59.0,52.0,58.0,59.0,56.0,58.0,52.0,56.0
14411,54.0,37.0,38.0,57.0,48.0,221203,54.0,40.0,37.0,48.0,38.0,57.0,54.0,59.0,55.0,42.0,ST ,54.0,40.0,37.0,48.0,38.0,57.0,54.0,59.0,55.0,42.0,59.0
